37.15212,6.398925,8.344746,20.46464,15.70372,35.31433,33.16732,24.95238,38.74009,22.92404,18.05179
2.961746,44.67957,35.95356,25.43433,25.42646,4.959349,8.693578,15.59362,0.9605231,18.34664,6.01062
35.12222,8.231219,10.17704,18.43474,13.67382,33.28444,31.13744,22.92248,36.71019,20.89414,16.02189
12.85683,31.85044,23.12444,12.43562,15.64022,9.687355,8.33116,5.832249,12.51012,5.517503,14.51975
4.141577,40.65918,31.93318,21.41395,21.27728,0.2370925,5.615331,11.44445,3.761734,14.32625,8.926318
0.2192,43.34584,35.59129,25.07205,23.09889,4.261985,9.273438,13.26606,3.78722,17.98436,8.194865
40.96375,4.67159,10.44419,24.36838,19.51535,39.12597,36.97895,28.76402,42.55172,26.73567,21.86343
14.67789,33.45452,24.49607,10.51085,16.93954,11.14019,7.466976,11.19771,13.96295,4.624747,13.65557
2.599014,40.86934,34.2686,23.57981,20.62068,3.297102,9.149525,10.78785,4.94747,16.66168,8.739135
0.2515645,43.37819,35.73053,25.21129,23.17629,4.401223,9.412677,13.34345,3.926459,18.1236,8.052449
2.200949,43.0401,36.43936,25.75056,22.79144,5.426763,10.43822,12.9586,5.023292,18.83243,6.447138
15.35526,32.77715,23.8187,9.833475,16.26217,11.81756,8.144349,11.87508,14.64033,3.947372,14.33294
22.37067,25.8952,16.63373,2.648499,15.77084,18.83297,16.16403,15.61938,21.65574,4.714439,18.37206
22.37067,25.8952,16.63373,2.648499,15.77084,18.83297,16.16403,15.61938,21.65574,4.714439,18.37206
22.31543,20.80093,13.57058,12.37477,3.595264,20.47765,21.64487,10.63844,23.90339,11.40157,6.19649
0.1600593,43.28669,35.76612,25.24689,23.08478,4.436824,9.448277,13.25195,3.96206,18.1592,8.362166
2.914444,40.97816,33.90513,23.3859,20.7295,2.861165,8.713587,10.89666,5.2629,16.2982,9.663535
2.519778,42.72127,36.12053,25.43173,22.47261,5.745591,10.75704,12.63978,5.34212,18.51361,6.12831
2.519778,42.72127,36.12053,25.43173,22.47261,5.745591,10.75704,12.63978,5.34212,18.51361,6.12831
5.930294,39.58048,30.85448,20.33524,22.0119,2.392595,3.45983,12.17906,4.674166,13.24755,7.168864
18.11082,29.31159,20.5856,7.202638,12.79112,14.57312,11.90419,11.35953,17.39589,0.4763286,15.39235
5.305472,40.51091,31.78492,21.26568,21.73067,2.111366,4.925869,11.89783,3.404401,14.17799,8.236855
18.53694,30.09488,21.36344,7.980482,13.58526,14.99924,11.50613,11.78565,17.82201,1.270466,16.18648
33.16124,10.73285,1.770948,12.21428,13.92707,29.62353,28.56985,22.52291,32.4463,18.32656,16.52829
33.16124,10.73285,1.770948,12.21428,13.92707,29.62353,28.56985,22.52291,32.4463,18.32656,16.52829
27.99195,26.12791,16.86644,2.97278,18.19231,24.45425,20.95061,21.24066,27.27702,10.33572,20.79353
1.857638,43.2676,36.66687,25.97807,23.19515,5.394533,10.40599,13.36231,5.278448,19.05994,6.664721
28.44194,28.35888,19.09742,5.11219,20.42329,24.90425,21.23103,22.45542,27.72702,11.55048,23.02452
48.97237,5.915351,14.93829,28.86247,27.52397,47.13459,44.98759,36.77264,50.56034,34.74429,9.072838
2.096864,43.32732,36.72659,26.03779,22.93099,5.454251,10.4657,13.09816,5.05078,19.11966,7.110126
8.052435,37.69378,28.96778,18.44855,21.87705,4.514734,1.73505,12.06909,6.796305,11.36086,7.923641
2.030041,43.22377,36.62304,25.93424,22.97512,5.566936,10.57839,13.14229,5.450851,19.01611,6.365942
10.24684,32.9852,25.74456,17.98363,12.7364,8.409052,10.48171,2.903558,11.83479,11.06551,14.53609
9.121029,36.78641,28.06041,17.54118,20.96968,5.583326,2.792123,11.16171,7.864897,10.45348,8.980714
36.62957,10.48719,1.895296,15.76744,17.3954,33.09186,32.0663,25.99124,35.91463,21.823,19.99663
18.29728,29.86164,21.13564,7.752682,13.34666,14.75959,11.08637,11.55785,17.58236,1.031865,15.94788
8.114588,38.12548,29.39948,18.99864,22.30875,4.576887,1.369152,12.50078,6.858458,11.79255,7.557743
15.96233,32.62686,23.66841,9.683186,16.11188,12.42463,8.75142,12.48215,15.2474,3.797083,14.94001
4.61055,44.72281,35.99681,25.47757,25.4697,5.002593,9.13776,15.63687,1.003767,18.38988,7.64149
24.05978,24.72112,15.75922,3.114913,13.26636,20.52208,17.85315,17.30849,23.34485,6.403545,15.86759
12.69883,38.71753,29.75908,15.77386,22.20255,9.161129,3.65704,13.4276,11.4427,9.887757,9.845633
0.113111,43.23974,35.59486,25.07562,23.03784,4.265559,9.277011,13.205,3.790794,17.98793,8.190902
40.96375,4.67159,10.44419,24.36838,19.51535,39.12597,36.97895,28.76402,42.55172,26.73567,21.86343
1.394078,42.80483,35.82207,25.30283,22.62039,4.492768,9.504222,12.78755,4.089297,18.21514,8.464429
1.811589,42.91047,36.30974,25.62094,22.64572,5.037402,10.04885,12.81288,4.633931,18.70281,6.855284
0.9571494,43.48539,36.44076,25.92152,23.22102,5.111458,10.12291,13.38818,4.37796,18.83383,7.344529
0.9571494,43.48539,36.44076,25.92152,23.22102,5.111458,10.12291,13.38818,4.37796,18.83383,7.344529
1.770161,43.18013,36.5794,25.89059,23.10767,5.307055,10.31851,13.27483,5.190971,18.97247,6.625822
12.27166,40.13727,31.17883,17.19361,23.6223,8.733964,3.229877,14.58591,11.01553,11.3075,9.418468
18.66002,30.24082,21.51482,8.131861,13.7312,15.12232,11.44911,11.93703,17.94509,1.416402,17.6377
2.255002,43.09255,36.49182,25.80302,22.8439,5.791896,10.80335,13.01106,5.675811,18.88489,6.234719
18.10732,28.84155,20.11555,7.369219,12.32108,14.56962,12.09251,11.35603,17.39239,0.006279293,14.9223
3.45918,46.58581,37.61118,25.23644,26.33887,6.375947,7.258616,16.50604,2.37712,19.35034,4.264242
2.030041,43.22377,36.62304,25.93424,22.97512,5.566936,10.57839,13.14229,5.450851,19.01611,6.365942
43.50149,1.927867,9.467404,23.3916,22.05309,41.66371,39.51669,31.30176,45.08946,29.27341,24.40117
47.25407,4.794997,11.32828,25.20043,25.80568,45.41629,41.49927,35.05434,48.84204,31.25598,11.61847
9.188892,40.58628,31.86028,19.48554,25.09201,5.981119,1.507718,15.28404,7.773603,13.59944,4.680875
1.56905,42.97902,36.37828,25.68948,22.71426,5.105943,10.1174,12.88142,4.989861,18.77135,6.732629
0.6052271,43.73186,35.97956,25.46033,23.48717,4.650264,9.661717,13.65434,3.77391,18.37264,8.13707
37.15212,6.398925,8.344746,20.46464,15.70372,35.31433,33.16732,24.95238,38.74009,22.92404,18.05179
3.187423,44.86143,36.13543,25.61619,25.60832,5.141211,8.919255,15.77549,1.142385,18.5285,6.236296
2.177521,42.91691,33.53046,23.01122,22.66826,2.201149,7.212602,12.83542,1.797678,15.92352,8.750454
1.260907,44.38754,35.46886,24.94963,24.1406,4.139562,9.189965,14.30777,2.761686,17.86194,9.338697
1.260907,44.38754,35.46886,24.94963,24.1406,4.139562,9.189965,14.30777,2.761686,17.86194,9.338697
8.061469,37.70963,28.98363,18.46439,21.22307,4.523768,1.88979,11.39023,6.805339,11.3767,8.078381
0.1600593,43.28669,35.76612,25.24689,23.08478,4.436824,9.448277,13.25195,3.96206,18.1592,8.362166
17.11046,31.36485,22.63885,9.255892,14.84987,13.57276,9.899546,13.06106,16.39553,2.535076,16.08814
9.390126,39.07856,30.35256,17.97783,23.58429,5.852424,0,13.77632,8.133995,12.09172,6.188591
20.902,27.87164,18.61018,4.624948,19.31222,17.36431,13.69109,17.42183,20.18708,7.312781,19.87968
2.255002,43.09255,36.49182,25.80302,22.8439,5.791896,10.80335,13.01106,5.675811,18.88489,6.234719
2.255002,43.09255,36.49182,25.80302,22.8439,5.791896,10.80335,13.01106,5.675811,18.88489,6.234719
18.35583,30.5622,21.8362,8.453238,14.04722,14.81814,11.14492,12.25841,17.64091,1.732421,17.66996
0.7387168,43.86779,36.22379,25.70455,23.66344,4.89449,9.905943,13.83061,4.071946,18.61686,7.833326
10.65205,41.25654,32.53055,20.15581,25.76228,8.030416,2.177991,15.95432,9.569995,14.26971,4.14564
17.61111,31.35089,22.62489,9.241928,14.83591,14.07341,10.4002,13.0471,16.89618,2.521112,16.58879
2.769807,44.96398,36.23798,25.71874,25.6495,5.243762,8.501638,15.81667,1.244935,18.63105,5.818681
0.6052271,43.73186,35.97956,25.46033,23.48717,4.650264,9.661717,13.65434,3.77391,18.37264,8.13707
2.801364,42.43969,35.83894,25.15015,22.19103,6.027177,11.03863,12.35819,5.623706,18.23202,6.351356
26.79768,21.19235,12.23045,1.754786,13.67264,23.25998,19.73262,18.86529,26.08275,9.117725,16.27387
16.05056,34.21459,25.25614,11.27092,17.69961,12.51286,8.839645,12.57038,15.33563,5.384814,15.02824
26.44782,27.67338,18.41191,4.426684,19.73779,22.91012,19.23692,21.76991,25.73289,10.86498,22.5516
